h 0	622.474	1081
i	622.617	1295
i	623.676	1298
h 0	623.923	1265
h 0	624.042	1166
h 0	624.83	982
h 0	624.951	1197
i	625.097	1300
h 0	626.997	1036
i	627.683	1304
h 0	628.246	651
h 0	628.94	1023
i	632.052	1311
i	632.501	1312
h 0	633.593	1214
h 0	633.655	676
h 0	633.708	1290
h 0	633.903	1173
i	634.205	1315
h 0	634.769	774
h 0	635.114	1288
i	635.293	1317
h 0	635.338	1150
h 0	637.475	1268
h 0	637.612	1094
h 0	637.801	1162
i	638.003	1321
h 0	638.902	1226
h 0	640.446	1275
i	640.922	1328
i	642.687	1331
i	643.142	1333
h 0	643.796	991
h 0	643.958	1149
i	644.864	1336
h 0	645.474	494
i	647.347	1340
i	647.516	1341
h 0	648.037	1009
i	648.691	1345
i	649.874	1347
h 0	651.145	1017
h 0	652.014	1154
h 0	652.085	1144
h 0	652.317	1059
h 0	652.495	1115
i	652.68	1353
h 0	652.774	1117
i	653.1	1354
i	654.134	1356
h 0	654.283	684
i	654.477	1357
h 0	654.96	253
i	655.27	1359
i	656.549	1362
i	656.805	1363
h 0	656.832	1015
i	657.151	1364
i	657.456	1365
i	657.794	1366
i	657.937	1367
h 0	658.072	1215
i	658.446	1370
h 0	658.598	1340
i	658.676	1371
h 0	661.373	1199
i	662.123	1376
h 0	662.634	396
h 0	664.267	1369
i	664.32	1379
i	665.241	1382
h 0	665.509	730
h 0	666.259	1184
h 0	666.359	1382
h 0	666.622	1315
h 0	667.686	883
h 0	667.796	1295
h 0	668.733	1327
h 0	669.222	743
h 0	669.686	1279
i	671.559	1393
h 0	671.989	1278
h 0	672.41	891
i	673.05	1396
i	673.384	1398
i	674.909	1401
i	675.92	1403
i	676.2	1405
i	676.988	1407
h 0	677.076	1157
h 0	677.236	945
h 0	677.437	432
i	678.197	1410
h 0	678.517	1362
h 0	679.639	860
h 0	679.928	845
h 0	681.825	1076
h 0	682.319	1220
h 0	682.354	1381
h 0	682.954	960
h 0	683.264	1345
i	683.569	1419
i	684.501	1421
h 0	684.635	1266
i	685.749	1423
h 0	685.895	1304
h 0	686.005	1196
i	686.121	1424
i	686.435	1425
h 0	687.389	1356
h 0	687.971	998
h 0	688.24	1006
h 0	688.5	1387
i	688.799	1429
h 0	689.516	1081
i	689.754	1431
h 0	690.183	1053
h 0	691.175	676
h 0	691.699	1365
h 0	693.047	1265
i	695.075	1439
h 0	695.774	1166
i	695.971	1441
h 0	696.065	651
i	696.352	1442
h 0	696.819	1023
h 0	697.672	1036
t 0	697.741	860
i	698.068	1445
i	698.832	1448
i	699.029	1449
i	699.902	1451
i	702.194	1456
h 0	702.838	1290
h 0	703.231	1429
i	703.343	1459
h 0	703.45	774
h 0	705.103	1175
h 0	706.538	1359
h 0	707.661	1341
h 0	707.772	1425
h 0	707.857	1439
h 0	708.125	1371
h 0	708.801	1447
h 0	709.318	1082
h 0	709.489	1017
h 0	709.561	1226
i	710.083	1469
h 0	710.134	1162
i	711.039	1471
i	711.372	1472
i	711.521	1473
i	711.97	1474
h 0	712.261	1275
i	712.805	1476
h 0	712.985	1149
i	713.194	1478
h 0	713.585	1471
h 0	713.862	1458
i	714.845	1481
i	715.016	1482
h 0	716.536	1115
h 0	716.594	1321
i	716.64	1485
t 0	717.526	1059
h 0	718.96	1456
h 0	719.202	1477
i	719.834	1490
h 0	721.075	1154
h 0	721.091	1364
h 0	721.268	1357
h 0	723.32	1424
h 0	724.204	1421
h 0	724.211	1117
i	725.951	1501
i	727.195	1505
h 0	728.25	1060
i	728.509	1507
h 0	728.938	1370
h 0	729.138	1366
i	730.079	1510
i	731.176	1513
h 0	732.695	743
h 0	733.276	970
i	734.486	1518
h 0	736.885	1390
i	737.399	1523
h 0	737.504	1327
h 0	738.047	1295
i	738.373	1525
i	738.582	1526
h 0	738.738	1525
i	738.912	1527
i	739.15	1529
h 0	739.743	1176
h 0	739.896	1398
h 0	740.296	432
i	741.275	1533
i	741.477	1534
i	741.607	1535
h 0	741.928	1278
i	742.038	1536
i	743.658	1540
h 0	743.713	1266
h 0	744.555	1526
h 0	745.115	1157
h 0	745.356	1220
h 0	745.535	1445
i	745.777	1544
i	746.91	1546
i	747.035	1547
i	747.622	1550
h 0	747.711	845
h 0	747.981	1362
h 0	748.218	1076
h 0	748.696	676
i	748.789	1552
i	749.117	1553
h 0	750.177	1381
i	752.744	1558
h 0	752.889	1356
h 0	753.093	960
h 0	753.176	1552
i	753.885	1560
i	754.338	1561
i	755.363	1563
h 0	755.464	1553
h 0	756.559	1081
h 0	756.892	1448
i	757.366	1566
h 0	757.617	1387
i	758.195	1569
i	758.438	1570
h 0	762.172	1265
h 0	763.884	651
h 0	764.403	1529
h 0	764.697	1023
i	766.365	1584
i	766.579	1585
h 0	766.9	1175
h 0	767.433	1296
h 0	767.833	1017
h 0	768.348	1036
i	768.565	1589
i	770.187	1592
t 0	770.425	1162
i	770.528	1593
i	770.927	1594
h 0	771.676	1482
h 0	772.132	774
h 0	772.715	1429
h 0	773.208	1082
i	775.103	1600
h 0	775.987	1548
h 0	776.202	1341
h 0	777.555	1447
i	778.712	1608
h 0	778.868	1408
h 0	779.07	1371
h 0	780.219	1226
h 0	780.728	1501
h 0	780.94	1490
h 0	780.997	1263
i	781.795	1613
h 0	782.336	1544
h 0	782.39	1478
i	783.023	1615
h 0	783.037	1546
h 0	783.458	1528
i	784.029	1617
h 0	784.076	1275
i	784.44	1618
i	784.915	1619
h 0	785.981	1368
i	786.952	1624
i	788.997	1627
i	789.302	1628
h 0	790.462	1397
h 0	791.214	1570
h 0	791.735	1617
i	792.372	1633
h 0	792.57	1503
i	793.626	1635
h 0	795.043	1276
i	795.651	1639
i	796.125	1640
h 0	796.168	743
i	796.43	1641
i	796.553	1642
h 0	797.059	1584
h 0	797.287	1421
i	797.536	1644
i	797.856	1645
i	798.021	1647
h 0	798.909	1513
i	799.392	1650
i	800.543	1652
i	800.879	1653
i	802.168	1656
i	802.562	1657
h 0	803.156	432
i	803.6	1659
i	804.598	1662
h 0	804.845	1533
i	805.471	1664
i	805.854	1665
h 0	806.143	1547
h 0	806.275	1327
i	807.621	1668
h 0	808.299	1295
h 0	808.393	1220
h 0	808.921	1644
h 0	809.087	1563
h 0	810.031	1523
i	810.549	1673
i	810.828	1674
i	810.966	1675
h 0	811.702	1569
i	811.948	1677
h 0	813.153	1157
h 0	813.215	1398
h 0	814.61	1076
i	815.38	1685
h 0	815.495	845
h 0	816.04	1526
i	816.624	1688
i	816.94	1689
h 0	817.445	1362
h 0	818.389	1356
i	819.105	1694
i	819.88	1698
h 0	820.539	964
i	820.924	1700
h 0	821.35	1445
h 0	821.736	1628
i	821.744	1702
h 0	822.234	1448
i	822.567	1704
h 0	822.584	1633
h 0	823.276	1679
i	823.731	1706
i	824.615	1708
h 0	826.177	1017
h 0	827.182	1529
h 0	827.514	1665
h 0	827.806	1677
h 0	828.594	1708
h 0	828.624	1575
h 0	828.696	1175
h 0	828.897	1641
i	829.131	1716
h 0	830.54	1622
h 0	831.091	1647
h 0	831.296	1265
i	831.441	1720
h 0	831.617	1553
h 0	831.703	651
i	833.264	1723
i	833.596	1724
h 0	835.113	1724
t 0	836.407	1275
h 0	837.098	1082
i	837.858	1730
h 0	837.865	1698
h 0	837.908	1296
h 0	838.206	1662
h 0	838.68	1548
h 0	838.844	1408
i	839.055	1732
i	839.326	1733
i	839.526	1734
h 0	839.835	1482
h 0	840.88	1631
h 0	842.199	1429
h 0	842.328	1538
h 0	842.869	1624
i	843.333	1740
h 0	843.406	1700
h 0	844.964	1704
h 0	845.281	1263
h 0	845.457	1652
i	845.732	1745
h 0	845.866	1528
h 0	845.899	1639
i	846.152	1746
h 0	846.308	1447
i	847.494	1748
h 0	847.838	1490
h 0	848.409	1675
h 0	849.556	1501
i	850.812	1753
h 0	851.029	1368
h 0	851.031	1325
h 0	851.7	1685
h 0	854.89	1397
i	855.623	1762
i	855.842	1763
i	857.734	1768
i	857.859	1769
i	858.317	1770
i	858.468	1771
h 0	859.557	1758
h 0	859.641	743
i	860.607	1774
i	860.948	1775
h 0	861.085	1673
h 0	861.185	1716
i	861.271	1776
i	861.674	1778
h 0	861.802	1415
i	862.713	1780
h 0	862.89	1584
h 0	862.995	1570
i	863.018	1781
i	864.253	1783
i	864.439	1784
i	865.865	1787
h 0	866.715	1573
i	868.613	1791
i	869.053	1792
i	869.395	1793
h 0	871.98	1513
i	872.74	1798
i	872.982	1799
h 0	873.319	1776
i	873.921	1801
h 0	874.166	1547
h 0	876.221	1771
h 0	877.317	1163
h 0	878.448	1762
i	880.716	1815
i	880.866	1816
h 0	881.003	1076
