h 0	876.62	1807
t 0	876.63	1807
t 0	877.337	1807
i	907.153	1867
i	908.809	1870
t 0	909.917	1870
i	909.956	1872
t 0	910.385	1867
i	911.048	1874
t 0	912.96	1872
h 0	915.9	1877
t 0	916.235	1874
t 0	919.298	1877
i	925.775	1901
t 0	926.77	1901
i	928.099	1905
t 0	934.364	1905
i	942.066	1936
i	943.057	1937
t 0	943.19	1936
t 0	944.568	1937
i	966.519	1989
t 0	972.103	1989
i	1010.64	2082
i	1011.61	2083
t 0	1016.19	2082
t 0	1016.3	2083
i	1020.02	2101
i	1021.32	2104
t 0	1023.11	2101
t 0	1024.54	2104
i	1029.94	2123
t 0	1030.15	2123
i	1035.34	2133
t 0	1036.87	2133
i	1059.24	2184
t 0	1059.29	2184
i	1061.2	2187
t 0	1066.6	2187
i	1120.36	2316
t 0	1122.63	2316
h 0	1145.16	175
i	1175.37	2428
t 0	1181.17	2428
i	1189.9	2458
h 0	1190.77	2452
i	1191.39	2461
t 0	1192.89	2452
t 0	1192.97	2458
t 0	1194.39	2461
i	1205.44	2489
h 0	1205.54	175
t 0	1205.55	175
t 0	1206.97	2489
i	1232.97	2546
t 0	1233.45	2546
h 0	1244.89	2566
i	1246.62	2573
t 0	1249.27	2573
t 0	1250.19	2566
i	1258.27	2598
i	1260.39	2601
t 0	1262.86	2601
t 0	1262.88	2598
t 0	1265.93	175
i	1273.84	2635
t 0	1276.03	2635
i	1295.84	2687
t 0	1296.06	2687
i	1305.33	2703
i	1308.52	2708
t 0	1310.85	2703
t 0	1313.58	2708
i	1333.95	2771
t 0	1335.06	2771
i	1336.6	2776
i	1338.64	2781
t 0	1340.99	2781
t 0	1341.56	2776
i	1342.11	2787
t 0	1344.43	2787
i	1352.84	2810
t 0	1357.24	2810
i	1362.99	2837
t 0	1367.11	2837
i	1373.23	2858
t 0	1375.65	2858
i	1396.06	2908
t 0	1398.3	2908
h 0	1416.22	2947
t 0	1421.23	2947
i	1440.09	3000
t 0	1444.27	3000
i	1446.72	3012
i	1447.73	3014
t 0	1449.35	3012
t 0	1451.5	3014
i	1455.41	3032
t 0	1456.15	3032
i	1459.94	3041
t 0	1462.81	3041
i	1474.37	3073
t 0	1476.25	3073
i	1478.76	3080
t 0	1481.36	3080
i	1492.85	3107
t 0	1497	3107
i	1499.3	3118
t 0	1500.41	3118
h 0	1525.26	3167
t 0	1530.1	3167
i	1530.45	3179
i	1533.12	3183
t 0	1533.98	3179
t 0	1537.04	3183
i	1538.74	3193
t 0	1539.67	3193
i	1541.38	3201
i	1544.4	3206
t 0	1546.83	3206
t 0	1547.73	3201
i	1551.97	3224
i	1554.04	3227
t 0	1554.09	3227
t 0	1554.78	3224
i	1561.28	3241
t 0	1562.21	3241
h 0	1562.5	3240
t 0	1567.03	3240
i	1570.88	3261
t 0	1575.16	3261
i	1575.7	3273
t 0	1576.31	3273
i	1600.01	3327
t 0	1606.08	3327
i	1615.66	3360
i	1621.2	3377
t 0	1621.26	3360
t 0	1622.42	3377
i	1630.61	3398
i	1631.6	3399
i	1633.93	3408
t 0	1634.59	3399
t 0	1636.96	3398
t 0	1637.1	3408
i	1704.76	3566
t 0	1707.81	3566
i	1750.15	3670
t 0	1751.15	3670
i	1755.29	3683
t 0	1761.74	3683
h 0	1782.65	3734
t 0	1784.87	3734
i	1785.77	3749
t 0	1790.03	3749
h 0	1798.57	3773
i	1799.49	3778
t 0	1801.89	3778
t 0	1803.6	3773
i	1817.15	3816
t 0	1818.32	3816
i	1829.01	3845
i	1833.97	3855
t 0	1835.44	3845
t 0	1837.33	3855
i	1859.44	3907
t 0	1864.3	3907
i	1905.51	4007
t 0	1909.89	4007
i	1915.33	4026
i	1916.45	4028
t 0	1916.47	4028
t 0	1917.49	4026
h 0	1958.61	4119
t 0	1964.67	4119
i	1977.25	4169
t 0	1977.71	4169
i	1997.1	4207
t 0	1998.1	4207
i	1999.77	4212
i	2001.16	4214
t 0	2001.36	4212
t 0	2002.98	4214
h 0	2023.1	4255
t 0	2029.48	4255
i	2051.39	4315
t 0	2057.69	4315
i	2079.55	4379
t 0	2079.79	4379
i	2091.67	4413
i	2093.14	4415
t 0	2093.54	4413
i	2095.34	4420
t 0	2096.66	4420
t 0	2099.65	4415
i	2107.9	4443
t 0	2110.64	4443
h 0	2153.35	4540
t 0	2157.08	4540
i	2172.55	4584
t 0	2178.92	4584
i	2183.69	4606
t 0	2186.91	4606
i	2198.04	4634
t 0	2198.38	4634
i	2220.14	4681
i	2221.13	4683
t 0	2222.72	4683
t 0	2226.37	4681
i	2232.11	4708
i	2235.95	4716
t 0	2236.77	4708
i	2239.81	4723
t 0	2240.51	4716
t 0	2244.7	4723
i	2244.78	4734
i	2246.72	4737
t 0	2247.62	4734
t 0	2248.57	4737
i	2250.21	4745
i	2251.98	4747
t 0	2256.67	4745
t 0	2257.61	4747
h 0	2274.12	4779
i	2274.28	4793
t 0	2275.07	4779
i	2276.41	4797
t 0	2277.19	4793
t 0	2279.76	4797
i	2280.55	4804
t 0	2283.05	4804
h 0	2287.53	4817
t 0	2293.44	4817
i	2306.78	4862
t 0	2307.13	4862
i	2307.76	4863
t 0	2310.21	4863
i	2318.62	4885
i	2319.94	4888
i	2320.91	4890
t 0	2323.23	4885
i	2324.69	4898
t 0	2324.75	4888
i	2326.11	4900
t 0	2326.18	4890
t 0	2326.78	4898
t 0	2328.98	4900
i	2334.83	4919
i	2336.91	4924
t 0	2340.66	4919
t 0	2341.83	4924
i	2363.63	4975
t 0	2365.37	4975
i	2369.06	4984
i	2372.82	4992
t 0	2374.72	4992
t 0	2375.43	4984
i	2383.74	5016
h 0	2384.71	5016
t 0	2384.72	5016
t 0	2385.4	5016
i	2395.23	5040
t 0	2396.29	5040
i	2431.97	5123
t 0	2435.14	5123
i	2439.99	5135
t 0	2440.13	5135
i	2445.1	5147
t 0	2446	5147
i	2451.56	5163
t 0	2456.6	5163
i	2467.28	5202
t 0	2471.22	5202
i	2478.05	5230
t 0	2480.92	5230
i	2494.39	5269
t 0	2495.14	5269
i	2510.79	5300
t 0	2516.41	5300
i	2518.28	5317
t 0	2523.24	5317
i	2529.33	5346
t 0	2535	5346
h 0	2554.94	5382
t 0	2556.82	5382
i	2559.37	5405
t 0	2564	5405
i	2564.11	5414
t 0	2570.64	5414
i	2577.37	5444
i	2578.37	5445
t 0	2579.32	5445
t 0	2583.17	5444
i	2584.1	5455
t 0	2590.25	5455
i	2595.16	5483
t 0	2597.61	5483
i	2605.4	5504
i	2606.95	5507
t 0	2609.34	5504
t 0	2610.79	5507
i	2628.03	5553
t 0	2629.48	5553
i	2650.48	5597
i	2651.47	5599
t 0	2654.8	5599
t 0	2655.96	5597
i	2659.19	5617
t 0	2662.29	5617
i	2667.24	5633
t 0	2668.36	5633
i	2671.33	5641
t 0	2676.83	5641
i	2677.92	5656
i	2679.39	5658
t 0	2680.97	5658
t 0	2682.66	5656
h 0	2690.5	5680
t 0	2695.15	5680
i	2696.5	5699
i	2701.13	5705
t 0	2702.57	5699
t 0	2706.86	5705
i	2717.73	5739
t 0	2719.99	5739
i	2721.39	5752
t 0	2723.71	5752
i	2743.55	5801
t 0	2745.13	5801
i	2750.5	5819
t 0	2751.93	5819
i	2755.4	5830
t 0	2760.08	5830
i	2785.27	5899
t 0	2791.44	5899
i	2793.47	5913
t 0	2797.27	5913
i	2802.49	5934
t 0	2808.47	5934
h 0	2808.84	5935
t 0	2810.62	5935
i	2815.31	5959
t 0	2819.33	5959
i	2821.05	5970
t 0	2821.96	5970
i	2824.32	5976
h 0	2827.29	5971
t 0	2829.08	5971
t 0	2829.8	5976
i	2844.72	6023
t 0	2847.85	6023
i	2850.28	6039
t 0	2852.21	6039
h 0	2853.97	6045
t 0	2859.49	6045
i	2859.62	6057
t 0	2863.72	6057
h 0	2878.59	6102
i	2881.03	6108
h 0	2881.42	6097
t 0	2882.75	6097
t 0	2884.69	6102
t 0	2884.87	6108
i	2888.03	6123
t 0	2893.02	6123
i	2918.39	6187
t 0	2921.28	6187
i	2923.5	6194
t 0	2923.72	6194
i	2934.11	6221
t 0	2936.84	6221
i	2939.03	6228
i	2943.01	6234
t 0	2943.9	6228
t 0	2943.92	6234
i	2945.34	6241
t 0	2951.19	6241
i	2952.51	6260
t 0	2955.87	6260
i	2968.94	6301
i	2971.79	6305
t 0	2974.71	6301
t 0	2977.23	6305
i	2977.7	6320
i	2981.62	6327
t 0	2982.44	6320
i	2982.59	6328
t 0	2982.63	6327
i	2985.79	6333
t 0	2986.36	6328
i	2986.75	6334
h 0	2987.79	6330
t 0	2991.16	6330
t 0	2991.64	6333
i	2992.9	6345
t 0	2993.16	6334
t 0	2996.18	6345
i	2998.9	6357
i	3002.59	6363
t 0	3003.44	6363
t 0	3004.92	6357
i	3016.92	6390
i	3021.21	6398
t 0	3022.92	6390
t 0	3026.4	6398
i	3040.27	6436
i	3041.68	6438
t 0	3046.17	6436
i	3047.17	6450
t 0	3047.71	6438
t 0	3053.57	6450
i	3060.27	6477
h 0	3061.8	6477
t 0	3061.81	6477
t 0	3061.96	6477
i	3067.86	6491
t 0	3071.96	6491
i	3077.49	6513
i	3080.45	6517
t 0	3080.64	6517
t 0	3083.67	6513
i	3084.92	6526
t 0	3091.45	6526
i	3105.19	6568
t 0	3108.95	6568
i	3116.17	6594
t 0	3120.91	6594
i	3139.44	6643
t 0	3141.18	6643
i	3156.97	6689
t 0	3157.82	6689
i	3158.08	6691
t 0	3158.82	6691
i	3166.62	6708
t 0	3166.91	6708
i	3192.8	6770
t 0	3192.82	6770
i	3195.52	6774
t 0	3197.63	6774
i	3223.05	6832
t 0	3226.87	6832
i	3233.29	6856
h 0	3233.52	6849
t 0	3236.59	6856
t 0	3237.55	6849
i	3244.23	6878
h 0	3245.85	6878
t 0	3245.86	6878
t 0	3245.92	6878
i	3272.92	6938
i	3274.46	6940
t 0	3279.4	6940
t 0	3279.4	6938
i	3292.79	6979
t 0	3293.58	6979
h 0	3323.29	7035
t 0	3325.76	7035
i	3331.4	7067
i	3334.16	7075
t 0	3335.42	7067
t 0	3335.49	7075
i	3352.56	7106
t 0	3352.66	7106
i	3366.92	7135
t 0	3368.19	7135
i	3382.97	7162
t 0	3385.84	7162
i	3399.07	7199
t 0	3402.79	7199
i	3419.31	7248
t 0	3423.05	7248
h 0	3440.67	7284
t 0	3443.77	7284
h 0	3447.56	7305
t 0	3452.89	7305
i	3458.16	7326
t 0	3459.06	7326
h 0	3476.55	7359
t 0	3478.5	7359
i	3479.84	7372
i	3481.96	7376
t 0	3482.7	7376
t 0	3486.34	7372
h 0	3494.08	7390
t 0	3494.85	7390
i	3510.86	7442
h 0	3511.82	7442
t 0	3511.83	7442
t 0	3512.52	7442
i	3529.68	7476
h 0	3529.84	7466
t 0	3530.61	7476
h 0	3530.77	7470
t 0	3531.44	7466
t 0	3534.14	7470
i	3550.83	7527
t 0	3555.75	7527
i	3569.73	7562
t 0	3573.63	7562
i	3574.49	7570
h 0	3579.2	7573
t 0	3580.47	7570
t 0	3583.24	7573
i	3593.35	7607
i	3598.4	7617
t 0	3598.72	7617
t 0	3599.15	7607
i	3600.82	7621
i	3601.82	7622
t 0	3602.74	7621
t 0	3603.04	7622
i	3603.59	7625
t 0	3609.69	7625
i	3624.55	7675
t 0	3624.66	7675
i	3625.92	7678
t 0	3631.54	7678
i	3650.87	7736
t 0	3657.25	7736
i	3676.97	7803
i	3683.24	7813
t 0	3683.33	7803
t 0	3685.19	7813
i	3690.11	7824
t 0	3693.9	7824
i	3700.73	7841
t 0	3702.79	7841
i	3704.08	7846
t 0	3708.59	7846
h 0	3710.48	7852
t 0	3713.41	7852
i	3714.67	7868
h 0	3715.95	7857
t 0	3716.21	7868
i	3716.3	7870
t 0	3716.79	7857
t 0	3719.57	7870
i	3729.99	7897
t 0	3734.8	7897
i	3736.65	7911
t 0	3741.46	7911
h 0	3749.11	7928
t 0	3752.35	7928
h 0	3757.02	7944
t 0	3759.72	7944
h 0	3797.08	8039
t 0	3801.64	8039
i	3844.1	8142
i	3846.21	8146
t 0	3847.56	8142
t 0	3849.51	8146
i	3882.4	8223
t 0	3885.62	8223
i	3889.74	8237
i	3890.73	8238
t 0	3891.55	8238
i	3893.08	8242
t 0	3895.47	8237
t 0	3895.58	8242
i	3901.38	8261
t 0	3903.1	8261
i	3905.6	8269
t 0	3909.41	8269
i	3914.58	8289
t 0	3915.85	8289
i	3924.74	8307
t 0	3930.29	8307
h 0	3933.96	8322
i	3935.64	8330
t 0	3938.44	8322
t 0	3939.82	8330
i	3947.76	8351
t 0	3951.7	8351
i	3951.73	8359
t 0	3955.67	8359
i	3958.73	8375
t 0	3961.88	8375
i	3967.08	8393
t 0	3968.35	8393
i	3972.7	8401
t 0	3974.03	8401
i	3982.18	8423
t 0	3988.58	8423
h 0	3993.57	8434
t 0	3994.64	8434
i	4005.43	8466
t 0	4008.11	8466
i	4010.55	8476
t 0	4015.26	8476
i	4021.06	8500
t 0	4022.09	8500
i	4028.04	8513
i	4032.6	8522
t 0	4033.28	8513
t 0	4037.67	8522
i	4043.9	8544
t 0	4046.92	8544
i	4050.26	8554
t 0	4053.95	8554
i	4064.13	8587
t 0	4065.9	8587
i	4067.13	8593
t 0	4067.98	8593
i	4068.46	8596
t 0	4068.52	8596
i	4072.59	8603
t 0	4073.01	8603
i	4073.83	8606
t 0	4078.24	8606
i	4080.74	8621
t 0	4085.1	8621
h 0	4086.99	8632
i	4089.09	8642
t 0	4089.51	8642
t 0	4091.03	8632
i	4094.09	8652
t 0	4095.21	8652
i	4097.34	8662
t 0	4103.22	8662
i	4121.17	8718
t 0	4121.27	8718
i	4130.73	8739
t 0	4133.77	8739
i	4136.58	8753
t 0	4139.37	8753
i	4142	8762
t 0	4148.12	8762
i	4164.45	8807
t 0	4167.24	8807
i	4179.22	8834
t 0	4180.91	8834
i	4187.52	8851
i	4188.52	8852
t 0	4189.23	8852
i	4193.16	8861
t 0	4193.71	8861
t 0	4194.05	8851
i	4200.87	8877
t 0	4203.83	8877
i	4218.7	8915
t 0	4221.95	8915
i	4232.78	8942
t 0	4239.09	8942
h 0	4271.04	9022
t 0	4276.23	9022
i	4280	9043
i	4280.96	9044
t 0	4282.48	9043
t 0	4286.35	9044
h 0	4287.44	9053
i	4287.74	9054
t 0	4291.01	9054
i	4292.56	9065
t 0	4293.36	9053
t 0	4297.65	9065
i	4321.36	9127
t 0	4326.93	9127
h 0	4336.34	9148
t 0	4337.43	9148
i	4340.01	9168
i	4341.73	9172
t 0	4343.01	9168
t 0	4345.67	9172
i	4363.13	9220
t 0	4366.89	9220
i	4368.22	9232
i	4369.19	9233
t 0	4370.87	9232
i	4371.39	9238
i	4372.42	9240
t 0	4372.69	9238
t 0	4372.77	9240
t 0	4373.47	9233
i	4378.26	9252
t 0	4378.28	9252
i	4389.47	9275
t 0	4390.32	9275
i	4395.02	9284
t 0	4400.09	9284
i	4416.99	9329
t 0	4421.35	9329
i	4437.07	9376
t 0	4441.14	9376
i	4442.16	9385
t 0	4446.39	9385
h 0	4448.11	9391
i	4449.2	9404
t 0	4449.83	9404
t 0	4451.14	9391
i	4457.37	9421
i	4458.36	9422
t 0	4458.98	9422
t 0	4462.54	9421
i	4469.88	9441
t 0	4472.59	9441
i	4477.31	9457
t 0	4480.97	9457
i	4493.76	9489
t 0	4497.45	9489
i	4509.23	9516
t 0	4513.15	9516
i	4516.63	9528
t 0	4517.56	9528
i	4520.39	9536
t 0	4524.05	9536
i	4524.11	9544
h 0	4524.51	9531
t 0	4524.9	9531
t 0	4526.43	9544
i	4542	9579
t 0	4543	9579
i	4546.17	9587
t 0	4548.54	9587
h 0	4549.4	9590
t 0	4554.68	9590
i	4561.47	9616
t 0	4566.46	9616
h 0	4569.61	9618
t 0	4570.31	9618
i	4571.49	9635
t 0	4573.58	9635
i	4576.57	9643
t 0	4577.21	9643
i	4613.86	9726
t 0	4618.55	9726
i	4621.13	9739
t 0	4622	9739
i	4647.24	9787
t 0	4647.79	9787
i	4669.99	9832
i	4673.61	9841
t 0	4674.39	9832
t 0	4675.56	9841
i	4682.16	9859
t 0	4683.64	9859
i	4692.23	9882
h 0	4693.91	9874
t 0	4695.73	9874
t 0	4695.82	9882
i	4710.86	9918
t 0	4711.39	9918
i	4734.51	9975
t 0	4738.51	9975
i	4739.2	9985
t 0	4740.53	9985
i	4741.07	9988
t 0	4742.39	9988
i	4744.87	9994
t 0	4749.36	9994
